"","GROUP","avg_pred_error","pred_sd","prior_avg","prior_sd","n"
"1","COMP",-0.32533683184939,3.76744249219178,10.2480158730159,3.85999927582682,84
"2","PI",0.18215650914231,2.92308387631798,10.6898907103825,2.96144715419944,61
