"","GROUP","avg_pred_error","pred_sd","prior_avg","prior_sd","n"
"1","COMP",-0.220311435384934,3.74087325579666,10.2480158730159,3.85999927582682,84
"2","PI",0.215838143777073,2.93312911372552,10.6898907103825,2.96144715419944,61
