"","r","var","r","var"
"156",0.682956173233651,"harvardox_subcortical_12.X.harvardox_cortical_36",0.692487942809598,"harvardox_subcortical_2.X.harvardox_cortical_36"
"157",0.682944515510318,"mPFC_sphere_5mm_anterior_mni2mm.X.mPFC_sphere_5mm_mni2mm",0.692245735869492,"harvardox_cortical_20.X.harvardox_subcortical_13"
"158",0.682944515510318,"mPFC_sphere_5mm_mni2mm.X.mPFC_sphere_5mm_anterior_mni2mm",0.692245735869492,"harvardox_subcortical_13.X.harvardox_cortical_20"
"159",0.682699483792065,"harvardox_cortical_30.X.harvardox_subcortical_2",0.691031349735547,"harvardox_cortical_19.X.harvardox_cortical_20"
"160",0.682699483792065,"harvardox_subcortical_2.X.harvardox_cortical_30",0.691031349735547,"harvardox_cortical_20.X.harvardox_cortical_19"
"161",0.682617807184026,"harvardox_cortical_33.X.harvardox_cortical_8",0.688798672285697,"harvardox_cortical_10.X.harvardox_cortical_46"
"162",0.682617807184026,"harvardox_cortical_8.X.harvardox_cortical_33",0.688798672285697,"harvardox_cortical_46.X.harvardox_cortical_10"
"163",0.682424246217207,"harvardox_cortical_39.X.harvardox_subcortical_2",0.685732588987357,"harvardox_cortical_22.X.harvardox_subcortical_1"
"164",0.682424246217207,"harvardox_subcortical_2.X.harvardox_cortical_39",0.685732588987357,"harvardox_subcortical_1.X.harvardox_cortical_22"
"165",0.681327495375197,"harvardox_cortical_4.X.harvardox_subcortical_2",0.685321542833019,"harvardox_cortical_17.X.harvardox_subcortical_2"
"166",0.681327495375197,"harvardox_subcortical_2.X.harvardox_cortical_4",0.685321542833019,"harvardox_subcortical_2.X.harvardox_cortical_17"
"167",0.680615723683285,"harvardox_cortical_2.X.harvardox_cortical_44",0.685294525452542,"harvardox_cortical_48.X.harvardox_subcortical_13"
"168",0.680615723683285,"harvardox_cortical_44.X.harvardox_cortical_2",0.685294525452542,"harvardox_subcortical_13.X.harvardox_cortical_48"
"169",0.680059308537526,"harvardox_cortical_7.X.harvardox_subcortical_12",0.684216965516696,"harvardox_cortical_4.X.harvardox_subcortical_13"
"170",0.680059308537526,"harvardox_subcortical_12.X.harvardox_cortical_7",0.684216965516696,"harvardox_subcortical_13.X.harvardox_cortical_4"
"171",0.679869621459576,"harvardox_cortical_10.X.harvardox_cortical_46",0.682622055737386,"harvardox_cortical_3.X.harvardox_subcortical_13"
"172",0.679869621459576,"harvardox_cortical_46.X.harvardox_cortical_10",0.682622055737386,"harvardox_subcortical_13.X.harvardox_cortical_3"
"173",0.679677219624524,"harvardox_cortical_12.X.harvardox_cortical_21",0.682184751986421,"harvardox_cortical_4.X.harvardox_subcortical_2"
"174",0.679677219624524,"harvardox_cortical_21.X.harvardox_cortical_12",0.682184751986421,"harvardox_subcortical_2.X.harvardox_cortical_4"
"175",0.678828636376881,"harvardox_cortical_1.X.harvardox_cortical_4",0.682177506030506,"harvardox_cortical_40.X.harvardox_subcortical_2"
"176",0.678828636376881,"harvardox_cortical_4.X.harvardox_cortical_1",0.682177506030506,"harvardox_subcortical_2.X.harvardox_cortical_40"
"177",0.678631888519551,"harvardox_cortical_28.X.harvardox_cortical_3",0.681487488823013,"harvardox_cortical_17.X.harvardox_subcortical_13"
"178",0.678631888519551,"harvardox_cortical_3.X.harvardox_cortical_28",0.681487488823013,"harvardox_subcortical_13.X.harvardox_cortical_17"
"179",0.678425723081454,"harvardox_cortical_3.X.harvardox_subcortical_13",0.679384413685438,"harvardox_cortical_1.X.harvardox_subcortical_2"
"180",0.678425723081454,"harvardox_subcortical_13.X.harvardox_cortical_3",0.679384413685438,"harvardox_subcortical_2.X.harvardox_cortical_1"
